#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-01-29T18:43:52 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5c509eb057ec	
#INFO	-out.max=unlimited	
#INFO	queryParameters=14	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_RAJ,_DEJ
#-nav=cat:V/50&tab:{V/50/catalog}&key:source=V/50/catalog&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=V/50/catalog
#-order=I
#-out=RAJ2000
#-out=DEJ2000
#-out=Vmag
#-out=B-V
#

#RESOURCE=yCat_5050
#Name: V/50
#Title: Bright Star Catalogue, 5th Revised Ed. (Hoffleit+, 1991)
#Coosys	J2000_2000.000:	eq_FK5 J2000
#Table	V_50_catalog:
#Name: V/50/catalog
#Title: The main part of the Catalogue
#Column	_RAJ2000	(F10.6)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F10.6)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.dec]
#Column	RAJ2000	(A10)	?Hours RA, equinox J2000, epoch 2000.0 (1)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	?Sign Dec, equinox J2000, epoch 2000.0 (1)	[ucd=pos.eq.dec;meta.main]
#Column	Vmag	(F5.2)	?Visual magnitude (1)	[ucd=phot.mag;em.opt.V]
#Column	B-V	(F5.2)	? B-V color in the UBV system	[ucd=phot.color;em.opt.B;em.opt.V]
_RAJ2000|_DEJ2000|RAJ2000|DEJ2000|Vmag|B-V
017.578333|+42.081389|01 10 18.8|+42 04 53| 5.65| 0.60
017.580833|+25.457778|01 10 19.4|+25 27 28| 5.80| 1.47
017.856667|+64.202778|01 11 25.6|+64 12 10| 5.55|-0.07
017.775833|+55.149722|01 11 06.2|+55 08 59| 4.33| 0.17
017.547917|+15.674167|01 10 11.5|+15 40 27| 6.06| 1.49
017.922500|+65.018889|01 11 41.4|+65 01 08| 5.57|-0.09
017.550000| -8.906111|01 10 12.0|-08 54 22| 6.40| 1.04
017.640000| +2.445556|01 10 33.6|+02 26 44| 5.95| 1.51
017.792917|+37.724167|01 11 10.3|+37 43 27| 5.81|-0.10
017.778333|+31.424722|01 11 06.8|+31 25 29| 5.16| 0.23
017.530833|-57.694444|01 10 07.4|-57 41 40| 6.41| 0.89
017.863333|+21.034722|01 11 27.2|+21 02 05| 4.66| 1.03
017.915000|+30.089722|01 11 39.6|+30 05 23| 4.51| 1.09
017.931250| -2.251111|01 11 43.5|-02 15 04| 5.94| 1.40
018.291250|+61.705833|01 13 09.9|+61 42 21| 6.41| 0.01
018.141667|+45.337778|01 12 34.0|+45 20 16| 6.11| 1.64
018.247917|+30.064167|01 12 59.5|+30 03 51| 6.19| 1.00
019.127917|+79.910000|01 16 30.7|+79 54 36| 6.26| 0.42
018.097500|-30.802222|01 12 23.4|-30 48 08| 6.52| 0.48
018.189167|-37.856389|01 12 45.4|-37 51 23| 5.92| 0.28
018.437083|+24.583611|01 13 44.9|+24 35 01| 4.65| 1.04
018.432917| +7.575278|01 13 43.9|+07 34 31| 5.24| 0.32
018.438750| +7.578333|01 13 45.3|+07 34 42| 6.30| 0.49
018.520833|+28.529722|01 14 05.0|+28 31 47| 6.43| 1.70
018.531667|+16.133611|01 14 07.6|+16 08 01| 5.98|-0.08
019.050417|+71.743889|01 16 12.1|+71 44 38| 7.83| 0.78
018.600000| -7.923056|01 14 24.0|-07 55 23| 5.13| 0.46
018.676667| +6.995278|01 14 42.4|+06 59 43| 6.03| 1.08
018.705000| -0.973889|01 14 49.2|-00 58 26| 5.70| 0.42
019.102083|+48.082222|01 16 24.5|+48 04 56| 6.61|-0.05
018.796250|-45.531389|01 15 11.1|-45 31 53| 4.96| 0.58
019.078333|+33.114722|01 16 18.8|+33 06 53| 6.02| 1.15
019.271250|+44.901944|01 17 05.1|+44 54 07| 6.34|
019.151250| -2.500278|01 16 36.3|-02 30 01| 5.41| 0.90
019.350417|+31.744722|01 17 24.1|+31 44 41| 6.73|
020.081250|+77.570556|01 20 19.5|+77 34 14| 6.31| 0.92
019.542500|+47.419722|01 18 10.2|+47 25 11| 6.25| 1.35
018.942083|-68.876111|01 15 46.1|-68 52 34| 4.86| 0.47
019.450000| +3.614444|01 17 48.0|+03 36 52| 5.16| 0.07
019.695833|+37.386111|01 18 47.0|+37 23 10| 6.46| 0.23
019.265000|-66.398056|01 17 03.6|-66 23 53| 6.24| 0.05
020.496250|+76.238889|01 21 59.1|+76 14 20| 6.38| 0.28
020.020417|+58.231667|01 20 04.9|+58 13 54| 4.98| 0.68
019.866667|+27.264167|01 19 28.0|+27 15 51| 4.76| 0.03
020.271667|+64.658333|01 21 05.2|+64 39 30| 6.34| 0.09
019.951250| -0.508889|01 19 48.3|-00 30 32| 5.87| 0.64
020.945000|+78.725833|01 23 46.8|+78 43 33| 6.07| 0.39
020.143750| -3.246944|01 20 34.5|-03 14 49| 6.23| 1.02
020.115833|-11.238889|01 20 27.8|-11 14 20| 6.15| 1.11
020.280833|+28.738056|01 21 07.4|+28 44 17| 5.23| 1.39
020.585000|+45.528889|01 22 20.4|+45 31 44| 4.88| 1.08
020.840000|+58.143056|01 23 21.6|+58 08 35| 6.45|
020.654167| +1.726389|01 22 37.0|+01 43 35| 6.20| 1.52
020.645000| -0.449722|01 22 34.8|-00 26 59| 6.49| 1.08
020.627083|-19.081389|01 22 30.5|-19 04 53| 6.35| 0.48
020.919167|+37.715000|01 23 40.6|+37 42 54| 5.58| 0.26
020.906250|+34.245833|01 23 37.5|+34 14 45| 6.29| 0.83
020.853750|+20.468889|01 23 24.9|+20 28 08| 5.97| 1.71
021.443750|+70.980000|01 25 46.5|+70 58 48| 6.49|
021.483333|+68.130000|01 25 56.0|+68 07 48| 4.74| 1.05
020.879167|-30.945556|01 23 31.0|-30 56 44| 5.84| 1.61
021.010417| -8.007500|01 24 02.5|-08 00 27| 6.21| 0.23
021.005833| -8.183333|01 24 01.4|-08 11 00| 3.60| 1.06
021.454167|+60.235278|01 25 49.0|+60 14 07| 2.68| 0.13
021.085833| -6.914722|01 24 20.6|-06 54 53| 5.91| 0.41
021.165833|-15.660278|01 24 39.8|-15 39 37| 6.14| 0.91
021.202917| -2.848611|01 24 48.7|-02 50 55| 6.15| 0.96
021.398750|+23.511667|01 25 35.7|+23 30 42| 6.18| 0.43
021.170000|-41.492500|01 24 40.8|-41 29 33| 5.42| 1.04
021.577500|+43.457778|01 26 18.6|+43 27 28| 5.96| 0.49
021.536250|+34.579722|01 26 08.7|+34 34 47| 6.31| 0.47
021.174583|-44.528333|01 24 41.9|-44 31 42| 6.26| 1.14
021.405000|-14.598889|01 25 37.2|-14 35 56| 4.90| 1.23
021.563750|+19.172222|01 26 15.3|+19 10 20| 5.38| 0.39
021.673750|+19.240278|01 26 41.7|+19 14 25| 5.50| 1.11
021.775833|+34.377500|01 27 06.2|+34 22 39| 6.27| 0.46
021.613750| -0.398611|01 26 27.3|-00 23 55| 6.41| 1.24
021.914167|+45.406667|01 27 39.4|+45 24 24| 4.83| 0.42
021.860833|+41.100556|01 27 26.6|+41 06 02| 6.46| 0.27
021.722917| +3.535278|01 26 53.5|+03 32 07| 6.58|-0.04
021.272083|-64.369444|01 25 05.3|-64 22 10| 5.93| 1.56
021.715000|-13.056667|01 26 51.6|-13 03 24| 5.66| 0.35
021.945833|+40.335556|01 27 47.0|+40 20 08| 6.60|-0.04
021.742083|-32.543056|01 26 58.1|-32 32 35| 5.79| 3.86
037.952917|+89.264167|02 31 48.7|+89 15 51| 2.02| 0.60
021.944167|-10.901667|01 27 46.6|-10 54 06| 6.13| 1.32
022.095417| +7.961389|01 28 22.9|+07 57 41| 6.20| 1.12
022.807500|+70.264722|01 31 13.8|+70 15 53| 5.81| 0.47
022.717917|+66.098056|01 30 52.3|+66 05 53| 6.14| 0.08
022.091250|-43.318333|01 28 21.9|-43 19 06| 3.41| 1.57
022.525833|+47.007222|01 30 06.2|+47 00 26| 5.27| 1.00
022.180417|-33.763611|01 28 43.3|-33 45 49| 6.58| 0.30
022.470417|+18.355556|01 29 52.9|+18 21 20| 6.02| 0.14
022.400417|-21.629444|01 29 36.1|-21 37 46| 5.12| 0.02
022.546250| +6.143889|01 30 11.1|+06 08 38| 4.84| 1.37
022.376667|-46.756389|01 29 30.4|-46 45 23| 6.31| 1.66
022.595417|-26.207778|01 30 22.9|-26 12 28| 5.93| 1.34
022.870833|+15.345833|01 31 29.0|+15 20 45| 3.62| 0.97
023.031667|+34.800000|01 32 07.6|+34 48 00| 6.39|-0.12
023.357500|+58.327500|01 33 25.8|+58 19 39| 5.70| 1.52
022.812917|-49.072778|01 31 15.1|-49 04 22| 3.95| 0.99
022.930417|-30.283333|01 31 43.3|-30 17 00| 5.82| 1.08
023.482917|+59.231944|01 33 55.9|+59 13 55| 4.71| 1.00
022.912917|-45.575556|01 31 39.1|-45 34 32| 6.17| 0.06
023.264583| -9.014722|01 33 03.5|-09 00 53| 6.59|-0.04
023.233333|-36.865278|01 32 56.0|-36 51 55| 5.51| 1.02
023.569167|+37.237222|01 34 16.6|+37 14 14| 5.88|-0.07
023.151250|-49.727778|01 32 36.3|-49 43 40| 6.28| 0.46
023.428750| -7.025278|01 33 42.9|-07 01 31| 5.76| 0.64
024.343750|+74.300833|01 37 22.5|+74 18 03| 6.58| 0.03
023.704583|+18.460556|01 34 49.1|+18 27 38| 5.89| 1.52
023.657500|-15.676111|01 34 37.8|-15 40 34| 5.63| 0.07
023.968750|+41.076389|01 35 52.5|+41 04 35| 6.38| 1.11
023.711250|-31.892222|01 34 50.7|-31 53 32| 6.12| 1.11
024.113333|+48.722778|01 36 27.2|+48 43 22| 5.92| 1.21
023.943333|+14.661389|01 35 46.4|+14 39 41| 6.22|-0.04
024.628750|+73.040000|01 38 30.9|+73 02 24| 5.28| 0.96
023.978333|+17.433611|01 35 54.8|+17 26 01| 5.80|
024.199167|+41.405556|01 36 47.8|+41 24 20| 4.09| 0.54
023.995833|-15.400278|01 35 59.0|-15 24 01| 5.42| 1.21
023.813333|-58.139444|01 35 15.2|-58 08 22| 6.01| 0.38
024.531667|+57.977500|01 38 07.6|+57 58 39| 5.56| 1.38
024.035000|-29.907500|01 36 08.4|-29 54 27| 5.69| 0.33
024.274583|+12.141667|01 37 05.9|+12 08 30| 5.57| 0.35
024.498333|+48.628333|01 37 59.6|+48 37 42| 3.57| 1.28
024.632083|+45.400000|01 38 31.7|+45 24 00| 6.36| 0.04
024.407083| -9.403889|01 37 37.7|-09 24 14| 6.24| 0.53
023.413333|-78.504722|01 33 39.2|-78 30 17| 6.11| 0.97
024.186667|-58.270833|01 36 44.8|-58 16 15| 6.18| 1.61
024.837500|+44.386111|01 39 21.0|+44 23 10| 4.98| 0.89
025.054583|+53.868333|01 40 13.1|+53 52 06| 6.39| 1.61
024.614167|-36.528333|01 38 27.4|-36 31 42| 5.94| 1.05
024.428750|-57.236667|01 37 42.9|-57 14 12| 0.46|-0.16
024.715833|-21.275278|01 38 51.8|-21 16 31| 5.58| 0.34
024.708333|-25.021944|01 38 50.0|-25 01 19| 6.70|-0.08
024.920000|+16.405833|01 39 40.8|+16 24 21| 5.97| 1.12
025.165833|+43.297778|01 40 39.8|+43 17 52| 5.61| 0.21
025.145000|+40.576944|01 40 34.8|+40 34 37| 4.94|-0.09
025.585417|+68.043056|01 42 20.5|+68 02 35| 5.59|-0.07
024.700833|-53.438889|01 38 48.2|-53 26 20| 6.84| 0.44
025.732917|+70.622500|01 42 55.9|+70 37 21| 5.18|-0.04
025.512500|+61.038333|01 42 03.0|+61 02 18| 6.71|-0.03
025.574167|+58.627778|01 42 17.8|+58 37 40| 6.37|-0.02
025.446667|+42.613611|01 41 47.2|+42 36 49| 4.95| 0.62
025.326667|+25.745833|01 41 18.4|+25 44 45| 6.17| 0.44
025.413333|+30.047222|01 41 39.2|+30 02 50| 5.99| 1.01
024.947500|-56.198056|01 39 47.4|-56 11 53| 5.87| 0.90
024.949167|-56.194722|01 39 47.8|-56 11 41| 5.76| 0.87
025.743333|+61.421667|01 42 58.4|+61 25 18| 6.34| 0.01
025.357917| +5.487500|01 41 25.9|+05 29 15| 4.44| 1.36
025.514583|+35.245556|01 42 03.5|+35 14 44| 5.64|-0.07
025.832083|+60.551111|01 43 19.7|+60 33 04| 5.78|-0.02
025.436250|-11.324722|01 41 44.7|-11 19 29| 5.75| 0.44
025.624167|+20.268611|01 42 29.8|+20 16 07| 5.24| 0.84
025.363750|-38.133056|01 41 27.3|-38 07 59| 6.17| 0.42
025.818750|+45.322222|01 43 16.5|+45 19 20| 6.34| 1.01
025.915000|+50.688611|01 43 39.6|+50 41 19| 4.07|-0.04
025.535833|-32.326944|01 42 08.6|-32 19 37| 5.25| 1.05
025.512500|-36.832500|01 42 03.0|-36 49 57| 5.72|-0.01
026.074583|+57.536389|01 44 17.9|+57 32 11| 6.21| 0.10
025.681250| -3.690278|01 42 43.5|-03 41 25| 4.99| 1.38
025.421250|-50.038889|01 41 41.1|-50 02 20| 6.64| 0.12
026.192083|+57.089167|01 44 46.1|+57 05 21| 6.25| 0.04
025.958333|+32.191667|01 43 50.0|+32 11 30| 6.34|
026.110417|+46.139722|01 44 26.5|+46 08 23| 6.35|
025.450000|-60.789444|01 41 48.0|-60 47 22| 5.71| 1.27
025.622083|-53.740556|01 42 29.3|-53 44 26| 5.52| 0.53
025.978333| -4.765556|01 43 54.8|-04 45 56| 6.19| 1.54
026.232500|+20.083056|01 44 55.8|+20 04 59| 6.27| 0.75
026.017083|-15.937500|01 44 04.1|-15 56 15| 3.50| 0.72
026.348333| +9.157778|01 45 23.6|+09 09 28| 4.26| 0.96
026.936667|+63.852222|01 47 44.8|+63 51 08| 5.63| 0.81
024.481667|-82.975000|01 37 55.6|-82 58 30| 5.87| 0.61
026.497083| -5.733333|01 45 59.3|-05 44 00| 5.34| 1.52
026.411667|-25.052500|01 45 38.8|-25 03 09| 5.31| 0.39
026.647083|+17.413056|01 46 35.3|+17 24 47| 6.55| 0.25
025.338750|-79.148333|01 41 21.3|-79 08 54| 6.33| 0.94
026.504167|-27.349167|01 46 01.0|-27 20 57| 6.39| 0.36
026.950000|+46.229722|01 47 48.0|+46 13 47| 6.32| 0.43
026.524167|-50.816389|01 46 05.8|-50 48 59| 5.49| 1.60
026.526250|-53.521944|01 46 06.3|-53 31 19| 5.04| 0.04
027.162083|+37.952778|01 48 38.9|+37 57 10| 5.94| 0.97
027.045417|+16.955556|01 48 10.9|+16 57 20| 5.84|-0.03
027.173333|+32.690278|01 48 41.6|+32 41 25| 5.79| 0.55
026.820000|-41.760000|01 47 16.8|-41 45 36| 6.18| 1.54
024.366667|-84.769722|01 37 28.0|-84 46 11| 5.69| 0.94
027.315417|+47.896944|01 49 15.7|+47 53 49| 5.82| 0.29
027.108333| +3.685556|01 48 26.0|+03 41 08| 5.91| 0.97
026.949167|-37.159722|01 47 47.8|-37 09 35| 6.32| 1.02
027.737917|+51.933333|01 50 57.1|+51 56 00| 5.90| 0.43
027.535417|+22.275278|01 50 08.5|+22 16 31| 5.86| 0.74
027.396250|-10.686389|01 49 35.1|-10 41 11| 4.67| 0.33
027.331250|-31.072778|01 49 19.5|-31 04 22| 6.34| 1.22
027.997083|+55.147500|01 51 59.3|+55 08 51| 5.52|-0.18
027.716667|+11.043333|01 50 52.0|+11 02 36| 5.94| 0.30
027.453333|-38.403889|01 49 48.8|-38 24 14| 6.37| 0.52
028.039167|+50.792778|01 52 09.4|+50 47 34| 5.79|-0.07
027.584167|-47.816389|01 50 20.2|-47 48 59| 6.14| 1.01
028.211667|+51.474722|01 52 50.8|+51 28 29| 6.26|
027.865000|-10.335000|01 51 27.6|-10 20 06| 3.73| 1.14
028.452083|+55.598056|01 53 48.5|+55 35 53| 6.45| 0.18
027.727083|-50.206111|01 50 54.5|-50 12 22| 5.94| 0.14
028.598750|+63.670000|01 54 23.7|+63 40 12| 3.38|-0.15
028.322083|+40.729722|01 53 17.3|+40 43 47| 5.40| 1.32
028.270417|+29.578889|01 53 04.9|+29 34 44| 3.41| 0.49
028.382500|+19.295833|01 53 31.8|+19 17 45| 4.83|
028.382500|+19.293611|01 53 31.8|+19 17 37| 4.75|-0.04
028.217083|-16.929167|01 52 52.1|-16 55 45| 5.80| 0.27
029.000000|+68.685278|01 56 00.0|+68 41 07| 4.99|-0.10
028.388750| +3.187500|01 53 33.3|+03 11 15| 4.62| 0.94
026.943750|-80.176667|01 47 46.5|-80 10 36| 6.06| 0.34
028.724167|+40.701944|01 54 53.8|+40 42 07| 6.24| 1.25
028.739583|+37.128333|01 54 57.5|+37 07 42| 6.26| 1.17
028.660000|+20.808056|01 54 38.4|+20 48 29| 2.64| 0.13
028.346667|-38.594722|01 53 23.2|-38 35 41| 6.10| 1.12
028.411667|-46.302500|01 53 38.8|-46 18 09| 4.41| 1.59
028.976667|+37.277778|01 55 54.4|+37 16 40| 5.89| 1.63
029.038750|+37.251667|01 56 09.3|+37 15 06| 5.67| 1.06
028.591667|-42.496944|01 54 22.0|-42 29 49| 5.11|-0.06
028.962500|+23.577222|01 55 51.0|+23 34 38| 5.74| 1.19
028.974167| +1.849722|01 55 53.8|+01 50 59| 6.01| 0.56
029.638750|+61.698056|01 58 33.3|+61 41 53| 6.02|-0.04
029.485000|+41.694444|01 57 56.4|+41 41 40| 6.78|-0.06
029.337917|+17.817500|01 57 21.1|+17 49 03| 5.10| 0.92
029.432500|+27.804444|01 57 43.8|+27 48 16| 5.82| 1.60
029.167500|-22.526944|01 56 40.2|-22 31 37| 4.85| 1.42
028.989583|-51.608889|01 55 57.5|-51 36 32| 3.70| 0.85
029.908333|+64.621389|01 59 38.0|+64 37 17| 5.26| 0.01
029.640000|+49.204167|01 58 33.6|+49 12 15| 5.69| 1.01
029.482083|+23.596111|01 57 55.7|+23 35 46| 4.79| 0.28
028.733750|-67.647222|01 54 56.1|-67 38 50| 4.69| 0.95
028.943333|-60.861389|01 55 46.4|-60 51 41| 6.06| 0.37
030.738333|+77.916389|02 02 57.2|+77 54 59| 6.04| 1.14
029.250417|-51.766111|01 57 00.1|-51 45 58| 6.10| 0.48
029.291667|-47.385000|01 57 10.0|-47 23 06| 4.83| 0.88
030.489167|+70.906944|02 01 57.4|+70 54 25| 4.54| 0.16
029.611250|-33.066667|01 58 26.7|-33 04 00| 6.35| 1.02
029.898750|+21.058333|01 59 35.7|+21 03 30| 5.87| 1.03
029.857917|+12.294722|01 59 25.9|+12 17 41| 6.09| 0.19
030.793750|+73.850556|02 03 10.5|+73 51 02| 6.23|
030.858750|+72.421389|02 03 26.1|+72 25 17| 3.98|-0.01
031.280833|+77.281389|02 05 07.4|+77 16 53| 5.38| 0.31
030.038333| +3.097222|02 00 09.2|+03 05 50| 5.88| 0.62
029.942083|-20.824444|01 59 46.1|-20 49 28| 5.41| 1.65
029.473333|-65.424722|01 57 53.6|-65 25 29| 6.37| 0.90
030.001250|-21.077778|02 00 00.3|-21 04 40| 4.00| 1.57
030.719583|+64.901389|02 02 52.7|+64 54 05| 6.00| 0.03
030.112083| -8.523611|02 00 26.9|-08 31 25| 5.51| 1.52
029.911667|-42.030556|01 59 38.8|-42 01 50| 5.57| 1.06
030.751250|+64.390000|02 03 00.3|+64 23 24| 5.58| 0.38
030.575417|+54.487500|02 02 18.1|+54 29 15| 5.04|-0.08
029.692500|-61.569722|01 58 46.2|-61 34 11| 2.86| 0.28
031.380000|+76.115000|02 05 31.2|+76 06 54| 5.22| 0.95
028.960417|-78.348333|01 55 50.5|-78 20 54| 6.16| 0.44
030.311250|-30.001667|02 01 14.7|-30 00 06| 5.35| 0.88
030.511667| +2.763611|02 02 02.8|+02 45 49| 5.23|
030.511667| +2.763611|02 02 02.8|+02 45 49| 4.33| 0.03
032.355417|+81.295833|02 09 25.3|+81 17 45| 6.05| 0.11
031.167083|+65.103333|02 04 40.1|+65 06 12| 6.52| 0.00
030.741667|+33.283889|02 02 58.0|+33 17 02| 5.50| 0.03
029.921250|-66.066389|01 59 41.1|-66 03 59| 6.10| 1.17
030.646667|+13.476667|02 02 35.2|+13 28 36| 5.94| 1.59
030.426667|-44.713611|02 01 42.4|-44 42 49| 5.14| 1.49
030.975000|+42.329722|02 03 54.0|+42 19 47| 2.26| 1.37
034.215417|+57.055278|02 16 51.7|+57 03 19| 6.48| 0.28
030.977917|+42.330833|02 03 54.7|+42 19 51| 4.84| 0.03
030.913750|+25.935556|02 03 39.3|+25 56 08| 5.63| 0.54
030.617083|-29.665000|02 02 28.1|-29 39 54| 6.42| 0.14
030.798750| +0.128333|02 03 11.7|+00 07 42| 5.43| 0.15
030.744167|-15.305833|02 02 58.6|-15 18 21| 5.86| 0.98
030.927500|+18.253333|02 03 42.6|+18 15 12| 6.21| 1.42
030.950833| -0.340278|02 03 48.2|-00 20 25| 5.93| 0.88
030.918750| -4.103611|02 03 40.5|-04 06 13| 5.62| 1.59
031.122500|-29.296944|02 04 29.4|-29 17 49| 4.69|-0.17
031.641250|+22.648333|02 06 33.9|+22 38 54| 5.03| 0.11
031.551250| +8.247500|02 06 12.3|+08 14 51| 6.31| 1.65
031.705000|+25.704722|02 06 49.2|+25 42 17| 6.15|-0.03
031.622083| +0.035000|02 06 29.3|+00 02 06| 6.28| 0.90
031.793333|+23.462500|02 07 10.4|+23 27 45| 2.00| 1.15
032.168750|+58.423611|02 08 40.5|+58 25 25| 5.67| 0.61
032.140000|+44.459444|02 08 33.6|+44 27 34| 6.42|
032.122083|+37.859167|02 08 29.3|+37 51 33| 4.82| 0.12
032.532500|+53.843056|02 10 07.8|+53 50 35| 6.31| 0.95
032.385833|+34.987222|02 09 32.6|+34 59 14| 3.00| 0.14
032.355417|+25.939722|02 09 25.3|+25 56 23| 4.98| 0.33
032.346250|+17.224444|02 09 23.1|+17 13 28| 6.43|
032.190417|-17.779444|02 08 45.7|-17 46 46| 6.10| 1.61
033.338333|+74.027778|02 13 21.2|+74 01 40| 6.29| 0.91
032.870833|+57.645833|02 11 29.0|+57 38 45| 6.36| 0.33
032.720000|+39.039444|02 10 52.8|+39 02 22| 5.63|-0.02
032.723750|+39.043056|02 10 53.7|+39 02 35| 6.10|-0.07
032.395000|-24.345833|02 09 34.8|-24 20 45| 6.48| 0.29
032.656667|+19.500278|02 10 37.6|+19 30 01| 5.70| 1.65
032.288750|-43.516667|02 09 09.3|-43 31 00| 5.85| 1.19
032.800000|+25.936944|02 11 12.0|+25 56 13| 6.02| 1.36
032.854167|+31.526389|02 11 25.0|+31 31 35| 6.23| 0.11
032.837917| +8.569722|02 11 21.1|+08 34 11| 5.63| 0.56
032.520417|-43.815556|02 10 04.9|-43 48 56| 6.32| 0.90
032.606667|-50.824444|02 10 25.6|-50 49 28| 6.12| 0.82
032.842500|-10.052222|02 11 22.2|-10 03 08| 6.01| 0.39
032.899167| -1.825278|02 11 35.8|-01 49 31| 5.93| 0.97
033.621250|+66.524444|02 14 29.1|+66 31 28| 6.07| 0.63
033.422917|+58.561111|02 13 41.5|+58 33 40| 6.44| 0.60
033.092917|+30.303056|02 12 22.3|+30 18 11| 4.94| 0.78
033.305417|+44.231667|02 13 13.3|+44 13 54| 4.83| 1.48
033.156250|+24.167778|02 12 37.5|+24 10 04| 5.96| 1.37
033.401250|+51.065833|02 13 36.3|+51 03 57| 5.31| 0.93
033.200417|+21.210833|02 12 48.1|+21 12 39| 5.27| 0.43
033.510833|+47.484167|02 14 02.6|+47 29 03| 6.06| 0.40
033.263750|+15.279722|02 13 03.3|+15 16 47| 5.71| 1.55
033.250000| +8.846667|02 13 00.0|+08 50 48| 4.37| 0.89
033.197917| -2.393611|02 12 47.5|-02 23 37| 5.54| 0.57
033.253750|-21.000278|02 13 00.9|-21 00 01| 5.86| 1.01
033.227083|-30.723889|02 12 54.5|-30 43 26| 5.28|-0.02
033.991250|+47.811389|02 15 57.9|+47 48 41| 6.33|
033.984167|+33.358889|02 15 56.2|+33 21 32| 5.28|-0.01
033.941667|+25.783056|02 15 46.0|+25 46 59| 5.79| 0.44
033.928333|+25.043056|02 15 42.8|+25 02 35| 5.58| 0.49
033.867917| -9.465556|02 15 28.3|-09 27 56| 6.55|-0.02
033.633333|-41.166667|02 14 32.0|-41 10 00| 5.91| 0.97
034.263333|+34.224167|02 17 03.2|+34 13 27| 4.87| 0.61
034.499583|+57.899722|02 17 59.9|+57 53 59| 5.75| 1.17
034.518750|+57.516667|02 18 04.5|+57 31 00| 5.98| 1.05
034.389167|+44.306944|02 17 33.4|+44 18 25| 6.70|
034.328750|+33.847222|02 17 18.9|+33 50 50| 4.01| 0.02
034.293333|+23.767778|02 17 10.4|+23 46 04| 6.55| 1.02
034.245833| -6.422222|02 16 59.0|-06 25 20| 5.51| 0.96
033.561250|-67.841667|02 14 14.7|-67 50 30| 5.55| 1.55
035.053750|+64.337222|02 20 12.9|+64 20 14| 6.60|-0.03
034.531250|+19.901111|02 18 07.5|+19 54 04| 5.62| 0.01
034.820000|+47.380000|02 19 16.8|+47 22 48| 5.30|-0.01
034.795417|+46.472500|02 19 10.9|+46 28 21| 6.21|
034.505833| +1.757778|02 18 01.4|+01 45 28| 5.58| 0.60
034.844583|+48.955278|02 19 22.7|+48 57 19| 6.37|
034.127500|-51.512222|02 16 30.6|-51 30 44| 3.56|-0.12
034.737500|+28.642500|02 18 57.0|+28 38 33| 5.03| 0.04
034.741667|+23.167778|02 18 58.0|+23 10 04| 6.46| 0.34
034.905417|+39.835000|02 19 37.3|+39 50 06| 6.63|-0.09
033.868750|-67.746389|02 15 28.5|-67 44 47| 5.69| 1.30
035.172500|+47.310833|02 20 41.4|+47 18 39| 6.11|-0.08
035.018333|+30.188333|02 20 04.4|+30 11 18| 6.47|
034.836250| -2.977500|02 19 20.7|-02 58 39| 3.04| 1.42
035.242500|+50.151389|02 20 58.2|+50 09 05| 5.59|-0.13
034.743750|-25.945556|02 18 58.5|-25 56 44| 6.34| 0.73
034.920000| -4.345556|02 19 40.8|-04 20 44| 6.50| 0.08
035.589167|+55.845556|02 22 21.4|+55 50 44| 5.17| 0.37
034.852917|-41.848333|02 19 24.7|-41 50 54| 6.37| 1.16
035.709583|+41.396389|02 22 50.3|+41 23 47| 5.82| 0.27
034.976250|-55.944722|02 19 54.3|-55 56 41| 5.81| 1.55
035.485833| +0.395833|02 21 56.6|+00 23 45| 5.28| 1.65
035.965833|+55.364444|02 23 51.8|+55 21 52| 6.28| 0.86
035.551667| -0.885000|02 22 12.4|-00 53 06| 5.42| 0.31
035.505833|-10.777778|02 22 01.4|-10 46 40| 5.46| 0.35
035.520833|-17.662222|02 22 05.0|-17 39 44| 5.87| 1.23
036.103750|+50.006667|02 24 24.9|+50 00 24| 5.19| 0.98
035.635833|-23.816389|02 22 32.6|-23 48 59| 5.20| 0.60
036.316667|+56.610000|02 25 16.0|+56 36 36| 6.25| 0.31
035.740833|-18.354444|02 22 57.8|-18 21 16| 6.22| 0.94
035.549167|-43.200000|02 22 11.8|-43 12 00| 6.31| 1.00
036.405833|+50.278611|02 25 37.4|+50 16 43| 4.71| 1.53
035.777083|-37.576389|02 23 06.5|-37 34 35| 6.53| 1.61
035.727500|-51.092222|02 22 54.6|-51 05 32| 5.92| 0.22
036.204167|+10.610556|02 24 49.0|+10 36 38| 5.47|-0.10
036.083750|-25.847500|02 24 20.1|-25 50 51| 6.44| 1.32
036.243333| -2.780000|02 24 58.4|-02 46 48| 6.33| 0.00
